,doi,title,publication_date,type,first_author_name,abstract,source,abstract_length,doi_norm,title_norm,abstract_norm,publication_year
163,10.22034/gjesm.2025.03.16,Tracking Coronavirus 2019 pandemic-related waste generation in urban waterways,2025-01-01,Journal,"Banal, R. G.","BACKGROUND AND OBJECTIVES: The Coronavirus 2019 pandemic has revealed significant shortcomings in the Philippines’ solid waste management system, particularly in addressing the surge of pandemic-related waste. Unreliable waste collection, insufficient public knowledge, and improper waste disposal practices have exacerbated risks to the environment and public health. Despite these concerns, the specific impacts of Coronavirus 2019 pandemic related waste on human health and the environment in the Philippines’ context remain underexplored. This study aims to quantify Coronavirus 2019 related waste generated from both household sources and non-household establishments, assess disposal practices, characterize waste composition, determine generation rates, and classify waste types. Moreover, a comprehensive waste flow analysis will be carried out to monitor the movement of both appropriately and inappropriately managed Coronavirus 2019 waste, examining its implications on terrestrial and aquatic environments, as well as public health. Insights from the Philippines can significantly contribute to the formulation of resilient and adaptive waste management approaches in response to future public health emergencies worldwide. METHODS: Coronavirus 2019 pandemic related waste generation from both household sources and non-household establishments was quantified through a 5-day at-source Waste Analysis and Characterization Study conducted in twenty-six urban and rural barangays of General Santos City. The determination of sample sizes was conducted using conventional statistical techniques, informed by the most up-to-date census data and business establishment profiles. Structured questionnaires and checklists were used to gather information from household respondents regarding Coronavirus 2019 related waste sources, generation rates, and disposal behaviors. To determine the degree of environmental contamination related to pandemic waste, further waste characterization was carried out in the Silway and Makar Rivers, two key urban waterways that pass through populated and commercial districts prior to their discharge into Sarangani Bay. FINDINGS: According to the Waste Analysis and Characterization Study, waste linked to the Coronavirus 2019 pandemic totals about 52, 877.7 kilograms per day, which is equivalent to 1.57 percent of the city’s total daily waste. This equates to an estimated 4, 654, 720 discarded face masks from household sources and 633, 050 from non-household establishments daily. Coronavirus 2019 pandemic related waste density in the Makar and Silway Rivers-tributaries of the Sarangani Bay Protected Seascape was recorded at 0.238 gram per square meters and 0.706 gram per square meters, respectively. Mainly consisting of plastic face masks, this waste poses environmental threats as possible microplastic sources, jeopardizing both marine environments and human well-being. Waste flow analysis illustrated the management pathways of Coronavirus 2019 pandemic-related waste, underscoring its significant environmental and social repercussions. CONCLUSION: The Coronavirus 2019 pandemic has highlighted critical gaps in waste management systems and the environmental and health hazards associated with emerging waste streams such as Coronavirus 2019. Mismanagement of this waste stream results in environmental damage and considerable threats to public health. The study emphasizes the pressing requirement for better waste governance, infrastructure enhancements, and public education to reduce the enduring effects of waste associated with the pandemic.",Scopus,3604,10.22034/gjesm.2025.03.16,tracking coronavirus 2019 pandemic generation urban waterways,background objectives coronavirus 2019 pandemic revealed significant shortcomings solid management particularly addressing surge pandemic unreliable collection insufficient public knowledge improper disposal practices exacerbated risks environment public health despite concerns specific impacts coronavirus 2019 pandemic human health environment context remain underexplored aims quantify coronavirus 2019 generated household sources non household establishments assess disposal practices characterize composition determine generation rates classify types comprehensive flow analysis carried monitor movement appropriately inappropriately managed coronavirus 2019 examining implications terrestrial aquatic environments public health insights significantly contribute formulation resilient adaptive management approaches response future public health emergencies worldwide methods coronavirus 2019 pandemic generation household sources non household establishments quantified 5 day source analysis characterization conducted urban rural barangays general santos city determination sample sizes conducted conventional statistical techniques informed date census data business establishment profiles structured questionnaires checklists gather information household respondents regarding coronavirus 2019 sources generation rates disposal behaviors determine degree environmental contamination pandemic characterization carried silway makar rivers key urban waterways pass populated commercial districts prior discharge sarangani bay findings according analysis characterization linked coronavirus 2019 pandemic totals 52 8777 kilograms day equivalent 157 percent citys total daily equates estimated 4 654 720 discarded face masks household sources 633 050 non household establishments daily coronavirus 2019 pandemic density makar silway rivers tributaries sarangani bay protected seascape recorded 0238 gram square meters 0706 gram square meters respectively mainly consisting face masks poses environmental threats possible microplastic sources jeopardizing environments human flow analysis illustrated management pathways coronavirus 2019 pandemic underscoring significant environmental social repercussions conclusion coronavirus 2019 pandemic highlighted critical gaps management systems environmental health hazards associated emerging streams coronavirus 2019 mismanagement stream results environmental damage considerable threats public health emphasizes pressing requirement better governance infrastructure enhancements public education reduce enduring effects associated pandemic,2025
247,10.1016/j.marpolbul.2020.111944,"Transport of floating litter within Manila Bay, Philippines",2021-02-01,Journal,"Cruz, Laurenz Luigi B.","The increasing amount of marine litter is a global issue that is also being experienced within the Manila Bay Philippines. To better understand the behavior of litter within the bay, particle tracking simulations of floating litter released from several sources were conducted. Forward-in-time (PTM-FIT) simulation of particle movements showed that during the southwest monsoon season, litter particles released by river sources tend to accumulate toward five hotspots located along the northeastern coastline of the bay. Backward-in-time (PTM-BIT) simulation of particles released from the identified hotspots showed coastal and foreign sources contributing to the litter collected within these areas. PTM-FIT simulations during the southwest monsoon season showed that particles tend to circulate locally within the bay before being transported toward the hotspots. By contrast, PTM-FIT simulations during the northwest monsoon season showed that litter particles tend to travel toward the mouth of the bay, an implication for global marine litter pollution.",Scopus,1060,10.1016/j.marpolbul.2020.111944,transport floating manila bay,increasing global issue experienced manila bay better understand behavior bay particle tracking simulations floating released sources conducted forward time ptm fit simulation particle movements showed southwest monsoon season particles released river sources tend accumulate hotspots located northeastern coastline bay backward time ptm bit simulation particles released identified hotspots showed coastal foreign sources contributing collected areas ptm fit simulations southwest monsoon season showed particles tend circulate locally bay transported hotspots contrast ptm fit simulations northwest monsoon season showed particles tend travel mouth bay implication global,2021
211,10.1016/j.envdev.2023.100835,Twitterati on COVID-19 pandemic-environment linkage: Insights from mining one year of tweets,2023-06-01,Journal,"Malakar, Krishna","The COVID-19 pandemic seems to have had positive (although short-lived, e.g., reduction in pollution due to lockdown) as well as negative (e.g., increasing plastic pollution due to use of disposable masks, etc.) impacts on the environment. The pandemic-environment linkage also includes circumstances when regions experienced extreme weather events, such as floods and cyclones, and disaster management became challenging. This study aims to examine the trends in public discourses on Twitter on these interactions between the pandemic and environment. The present study follows the most recent literature on understanding public perceptions — which acknowledges Twitter to be an abundant source of information on public discussions on any global issue, including the pandemic. A Python-based code is developed to extract Twitter data spanning over a year, and analyze the presence of covid-environment related keywords and other attributes. It is found that the Twitterati aggressively viewed the impacts (such as economic slowdown and high mortality) of the pandemic as miniatures of the results of future climate change. The community was also highly concerned about the varying air and plastic pollution levels with the change in lockdown and covid prevention policies. Extreme weather events were a high-frequency topic when they impacted countries such as India, the USA, Australia, the Philippines and Vietnam. This study makes a novel attempt to provide an overview of public discourses on the pandemic-environment linkage and; can be a crucial addition to the literature on assessing public perception of environmental threats through Twitter data mining.",Scopus,1664,10.1016/j.envdev.2023.100835,twitterati covid 19 pandemic environment linkage insights mining year tweets,covid 19 pandemic positive short lived reduction lockdown negative increasing disposable masks impacts environment pandemic environment linkage includes circumstances regions experienced extreme weather events floods cyclones disaster management challenging aims trends public discourses twitter interactions pandemic environment follows recent literature understanding public perceptions acknowledges twitter abundant source information public discussions global issue pandemic python code developed extract twitter data spanning year analyze presence covid environment keywords attributes twitterati aggressively viewed impacts economic slowdown high mortality pandemic miniatures results future climate change community highly concerned varying air levels change lockdown covid prevention policies extreme weather events high frequency topic impacted countries india usa australia vietnam makes novel attempt provide overview public discourses pandemic environment linkage crucial addition literature assessing public perception environmental threats twitter data mining,2023
160,10.21463/jmic.2025.14.2.17,"Understanding plastic-dependent urban coastal communities: Plastic handling practices and perceptions of urban villages of Iligan City, Philippines",2025-01-01,Journal,"Arellano, Fernan M.","This study examined the awareness, knowledge, and perceptions of the coastal community residents in Iligan City, Philippines, regarding marine macro- and microplastic pollution. A total of 70 respondents were randomly selected, with a mean age of 36 years, predominantly female (61.43%), and most having an income of less than 5,000 PHP. The respondents' awareness regarding the impacts of plastic pollution on marine life and the fishing industry was high, while their knowledge of microplastics was relatively low, with only 17% having heard of them. Based on the data, the Internet and television were the primary sources of information. Although 72.86% of respondents practiced waste segregation, the absence of adequate waste collection infrastructure posed a significant challenge to proper plastic waste management. Additionally, plastic bags and food wraps were identified as the most prevalent types of plastic litter. Respondents have perceived high levels of plastic litter over the past 25 years, citing a lack of waste management policies and infrastructure. While some anticipated a reduction in plastic pollution due to increasing awareness and policies, others predicted a slight increase due to population growth. The findings highlight the need for a tighter policy implementation, improved waste management facilities, and enhanced collaboration between academia and government to play more active roles by providing scientific knowledge and establishing policies to mitigate plastic pollution.",Scopus,1513,10.21463/jmic.2025.14.2.17,understanding dependent urban coastal communities handling practices perceptions urban villages iligan city,examined awareness knowledge perceptions coastal community residents iligan city regarding macro microplastic total 70 respondents randomly selected mean age 36 years predominantly female 6143 having income 5000 php respondents awareness regarding impacts life fishing industry high knowledge microplastics relatively low 17 having heard data internet television primary sources information 7286 respondents practiced segregation absence adequate collection infrastructure posed significant challenge proper management additionally bags food wraps identified prevalent types respondents perceived high levels past 25 years citing lack management policies infrastructure anticipated reduction increasing awareness policies predicted slight increase population growth findings highlight need tighter policy implementation improved management facilities enhanced collaboration academia government play active roles providing scientific knowledge establishing policies mitigate,2025
9,10.3390/jmse10101532,"Unraveling Macroplastic Pollution in Rural and Urban Beaches in Sarangani Bay Protected Seascape, Mindanao, Philippines",2022-10-01,Journal,"Acot, Frank T.","Plastic pollution in the ocean is an emerging environmental concern in the Philippines. This study was conducted to investigate the prevalence of macroplastics, composition of plastic litter, and the clean-coast index (CCI) of urban and rural beaches in Sarangani Bay. Plastic litter was collected by delineating a 100-m transecting line with three 4 m × 4 m quadrats. The density of macroplastic litter in urban areas (0.66 items m<sup>−2</sup>) was significantly higher than in rural areas (0.29 items m<sup>−2</sup>). The plastics sampled were predominantly food packaging, such as polyethylene bags, which are locally known as sando bags. The accumulation rate of macroplastic litter ranged from 0.07 items d<sup>−1</sup> m<sup>−2</sup> to 0.40 items d<sup>−1</sup> m<sup>−2</sup>, in which urban beaches (0.25 items d<sup>−1</sup> m<sup>−2</sup>) have a significantly higher accumulation rate than rural beaches (0.11 items d<sup>−1</sup> m<sup>−2</sup>). Overall, the calculated CCI of the beaches of Sarangani Bay was categorized as clean to moderately clean for rural beaches and moderately clean to extremely dirty for urban beaches.",Scopus,1142,10.3390/jmse10101532,unraveling macroplastic rural urban beaches sarangani bay protected seascape mindanao,emerging environmental concern conducted prevalence macroplastics composition clean coast index cci urban rural beaches sarangani bay collected delineating 100 m transecting line 4 m 4 m quadrats density macroplastic urban areas 066 items msup2sup significantly higher rural areas 029 items msup2sup sampled predominantly food packaging polyethylene bags locally known sando bags accumulation rate macroplastic ranged 007 items dsup1sup msup2sup 040 items dsup1sup msup2sup urban beaches 025 items dsup1sup msup2sup significantly higher accumulation rate rural beaches 011 items dsup1sup msup2sup overall calculated cci beaches sarangani bay categorized clean moderately clean rural beaches moderately clean extremely dirty urban beaches,2022
8,10.3390/su142114469,"Unraveling Microplastic Pollution in Mangrove Sediments of Butuan Bay, Philippines",2022-11-01,Journal,"Navarro, Carl Kenneth P.","The mass production and consumption of plastics have serious effects on the environment, human health, and livelihood. Hence, global efforts to reduce plastic generation must be realized. This study aimed to determine the prevalence of microplastics in mangrove sediments of Cabadbaran, Buenavista, and Nasipit in Butuan Bay, Philippines. Seventy-two (72) microplastic particles were extracted from mangrove sediments dominated by fibrous type (71%) and blue (35%) as the most common color. Attenuated total reflectance–Fourier transform infrared (ATR–FTIR) spectroscopy was used to assess the polymer type of microplastics. Results reveal a total of six polymer types including high-density polyethylene, low-density polyethylene, polyethylene terephthalate, ethylene-vinyl acetate, polyamide, and polypropylene, with the latter comprising 39% of samples, the highest among the extracted particles. Overall, Nasipit (71.1/kg) obtained the highest microplastic density followed by Buenavista (48.9/kg) and Cabadbaran (40.0/kg). These data will serve as a piece of baseline information in crafting important environmental policies to address plastic pollution issues in the area. Long-term studies are recommended to better understand, monitor, and prevent further microplastic pollution in Butuan Bay.",Scopus,1301,10.3390/su142114469,unraveling microplastic mangrove sediments butuan bay,mass production consumption effects environment human health livelihood global efforts reduce generation realized aimed determine prevalence microplastics mangrove sediments cabadbaran buenavista nasipit butuan bay seventy 72 microplastic particles extracted mangrove sediments dominated fibrous type 71 blue 35 common color attenuated total reflectancefourier transform infrared atrftir spectroscopy assess polymer type microplastics results reveal total polymer types high density polyethylene low density polyethylene polyethylene terephthalate ethylene vinyl acetate polyamide polypropylene comprising 39 samples highest extracted particles overall nasipit 711kg obtained highest microplastic density followed buenavista 489kg cabadbaran 400kg data serve piece baseline information crafting important environmental policies address issues area long term recommended better understand monitor prevent microplastic butuan bay,2022
6,10.1016/j.marpolbul.2022.114233,"Unravelling macroplastic pollution in seagrass beds of Iligan City, Mindanao, Philippines",2022-12-01,Journal,"Gaboy, Shiela Mae M.","Despite being a leading pollutant in the ocean, there are limited studies about plastic litter in seagrasses, and none has been documented in the Philippines. This study determined the abundance and composition of macroplastics in seagrass beds of Iligan City, Philippines. Plastics were collected from transect lines laid in seagrass beds of four sites (Dalipuga, Hinaplanon, Tominobo and Buru-un), and three locations (landward, midward, seaward) in each site, periodically within 42 days. A total of 921 macroplastic items were collected in all sampling sites, of which 308 were from Buru-un, 271 from Tominobo, 240 from Dalipuga, and 102 from Hinaplanon. Landward areas have a significantly higher density than either midward or seaward. The first sampling was higher than the succeeding sampling period. Food packaging, plastic bags, and fragments predominated the litter in seagrass. This study is the first to document the presence of macroplastics in seagrass beds in the Philippines.",Scopus,992,10.1016/j.marpolbul.2022.114233,unravelling macroplastic seagrass beds iligan city mindanao,despite leading pollutant limited seagrasses documented determined abundance composition macroplastics seagrass beds iligan city collected transect lines laid seagrass beds sites dalipuga hinaplanon tominobo buru locations landward midward seaward site periodically 42 days total 921 macroplastic items collected sampling sites 308 buru 271 tominobo 240 dalipuga 102 hinaplanon landward areas significantly higher density midward seaward sampling higher succeeding sampling period food packaging bags fragments predominated seagrass document presence macroplastics seagrass beds,2022
164,10.1109/OCEANS58557.2025.11104261,Unveiling Indonesian Sea Surface Hidden Dynamics Using the FSLE Lagrangian Method,2025-01-01,Conference Proceeding,"Maes, Christophe","Due to their inherent turbulent nature, ocean motions and dynamics exhibit a great complexity, from the main patterns of the general circulation at large scale to circulation features at mesoscale and lower scales that makes the assessment of ocean evolution quite complicated. These difficulties are especially relevant when one tries to study problems of Lagrangian character, such as mixing, dispersion or stirring and transport of oceanic properties, or ecosystems dynamics. The broad context is based on the fact that fluid advection can effectively be studied by considering special material surfaces, which are also referred to as Lagrangian Coherent Structures (LCS). Notably, LCS are often locally the most strongly attracting or repelling material surfaces in the flow, and as such have a strong influence on the flow dynamics. In this study the dynamics of Indonesian seas is considered under the prism of one Lagrangian approach. Thus, it allows us to reconstruct the structure of transport dynamics that cannot be captured by the standard Eulerian approach. In this work, we present a study of the horizontal mixing properties in the Indonesian Seas using Finite Size Lyapunov Exponents (FSLE) analysis generated using numerical ocean model that simulated surface velocity fields. FSLE is a local measure of particle dispersion, determined at each grid point, which serves to characterize Lagrangian structures. Such method is widely used todays in physical oceanography but remains rarely applied in a closed area such as Indonesian seas. As the part of Maritime Continent, Indonesian seas have a complex topography. This complexity is due to the fact that Indonesia has thousands of islands with narrow straits and shallow sea regions. Roughly, Indonesia has shallow water region in its western part, and deeper water region in its eastern part. The regions such as Karimata Strait and Java Sea have around 200-meter depth. In the eastern region such as Banda Sea, the depth of the ocean can reach more than 4000-meter. In addition, Indonesian Seas is one unique choke point of the global ocean circulation that provides the only low-latitude linkage between the tropical Pacific and Indian Ocean. The water from the Pacific Ocean enters Indonesian regions through Makassar Strait and Banda Sea. This saline water, then, meets the fresh water (lower salinity) over the Java Sea and southern part of the Makassar Strait. A quite complex resulting mixing occurs and provides favorable conditions for LCS and stirring. Sensitivity of FSLE fields with respect to the final Relative Dispersion (RD) distance suggest that the FSLE features are optimally resolved when the distance is set at 0.3° value, which is determined for a time window sets to 180 days (instead of 0.6° and 200 days used in the literature for ocean mesoscale dynamics). Comparisons are also made with classical FSLE estimated from geostrophic currents based on satellite altimetry (source from AVISO+), and with direct observations of trajectories of surface drifters from the GDP center. Sensitivity tests how that reducing the final separation distance with slight reduction of prescribed time has impact on increasing the magnitude of FSLE but not the structure and its time variability. In a second part, the role of barrier to material transport in fluids is specifically investigated with the FSLE in relation with the riverine discharge over the Java Sea, and more generally with the water cycle at regional scales. It is shown that the FSLE manifolds are able to outline the borders of the fresh water discharge, in particular in the Java Sea. Finally, we study the impact of different physics parametrization applied to the ocean circulation model to the distribution of passive particle advected by the flows. The standard physics parameter used fields such as river discharges, tide forcing and wave impacts on the currents, whereas the second velocity dataset used is based on the outputs of the model without tide and wave effects. At the first glance, the quantity of particles which are stranded (defined as the particles drifted within 9 meters from the borders of the model ocean-land mask) at the end of simulation is higher for the simulation using all physics parameters. This is confirmed by the fact that 81 % particles are stranded on shore for the simulation using the velocity field with complete physics, while if we use the velocity field without tide and without wave the percentage of stranded particles only reach 50 %. The particles are mostly stranded in regions which consists of smaller islands such as the Philippines region or the Nusa Tenggara archipelago. In the open ocean, the particles are driven toward the convergent regions due to eddies or strait dynamics that are depicted by the convergent FSLE lines. As the FSLE diagnostics can be used in detecting LCS, we are interested to use the FSLE to understand more about marine debris and sea pollution within the Indonesian Seas.",Scopus,5002,10.1109/oceans58557.2025.11104261,unveiling indonesian sea surface hidden dynamics fsle lagrangian method,inherent turbulent nature motions dynamics exhibit great complexity main patterns general circulation large scale circulation features mesoscale lower scales makes assessment evolution quite complicated difficulties especially relevant tries problems lagrangian character mixing dispersion stirring transport oceanic properties ecosystems dynamics broad context fact fluid advection effectively studied considering special material surfaces referred lagrangian coherent structures lcs notably lcs locally strongly attracting repelling material surfaces flow strong influence flow dynamics dynamics indonesian seas considered prism lagrangian approach allows reconstruct structure transport dynamics captured standard eulerian approach work horizontal mixing properties indonesian seas finite size lyapunov exponents fsle analysis generated numerical model simulated surface velocity fields fsle local measure particle dispersion determined grid point serves characterize lagrangian structures method widely todays physical oceanography remains rarely applied closed area indonesian seas maritime continent indonesian seas complex topography complexity fact indonesia thousands islands narrow straits shallow sea regions roughly indonesia shallow water region western deeper water region eastern regions karimata strait java sea 200 meter depth eastern region banda sea depth reach 4000 meter addition indonesian seas unique choke point global circulation provides low latitude linkage tropical pacific indian water pacific enters indonesian regions makassar strait banda sea saline water meets fresh water lower salinity java sea southern makassar strait quite complex resulting mixing occurs provides favorable conditions lcs stirring sensitivity fsle fields respect final relative dispersion rd distance suggest fsle features optimally resolved distance set 03 value determined time window sets 180 days instead 06 200 days literature mesoscale dynamics comparisons classical fsle estimated geostrophic currents satellite altimetry source aviso direct observations trajectories surface drifters gdp center sensitivity tests reducing final separation distance slight reduction prescribed time impact increasing magnitude fsle structure time variability second role barrier material transport fluids specifically fsle relation riverine discharge java sea generally water cycle regional scales shown fsle manifolds able outline borders fresh water discharge particular java sea finally impact different physics parametrization applied circulation model distribution passive particle advected flows standard physics parameter fields river discharges tide forcing wave impacts currents second velocity dataset outputs model tide wave effects glance quantity particles stranded defined particles drifted 9 meters borders model mask end simulation higher simulation physics parameters confirmed fact 81 particles stranded shore simulation velocity field complete physics velocity field tide wave percentage stranded particles reach 50 particles stranded regions consists smaller islands region nusa tenggara archipelago open particles driven convergent regions eddies strait dynamics depicted convergent fsle lines fsle diagnostics detecting lcs interested fsle understand sea indonesian seas,2025
209,10.1063/5.0147990,Utilization of plastic laminates in asphalt cement mastic,2023-07-10,Conference Proceeding,"Diaz, Zea Mae Denise","In the Philippines, plastic laminates are seen everywhere because most of the products consumed are sold in sachet packets. These packets are composed of multiple layers of polymers, making them very difficult to recycle. Numerous studies concerning plastic waste as an additive to concrete and asphalt have shown increase in strength, decrease in deflection, and decrease in the overall construction cost. In this research, shredded plastic laminates were used as a partial substitute to bitumen (pen. 60/70). Volume replacement of plastic laminates to bitumen was performed from 0% to 100% with increments of 10%. The samples were tested for softening, penetration, and ductility. Results of the tests showed that as the replacement percentage increased, the penetration and ductility of the mastic decreased, while the softening point increased. This indicates that the mastic becomes tougher and brittle with the addition of plastic laminates. Both the penetration and softening point for the samples passed the standards provided by the Department of Public Works and Highways, which indicate that should the modified asphalt mastics be used in asphalt concrete, it would be less likely to deform under repeated loading, it would also be less susceptible to temperature changes. Meanwhile, the ductility measured for the modified asphalt mixtures did not pass the standards provided by Department Order 152. This may indicate an increase in the asphalt pavement's tendency to crack under repeated loading. Despite the significant improvement in the physical properties of the binder even at 10% replacement with the plastic laminates, the presence of foil may have contributed to the loss in ductility. Further studies should be conducted considering a smaller replacement range between 2-10%",Scopus,1797,10.1063/5.0147990,utilization laminates asphalt cement mastic,laminates seen products consumed sold sachet packets packets composed multiple layers polymers making difficult recycle numerous concerning additive concrete asphalt shown increase strength decrease deflection decrease overall construction cost shredded laminates partial substitute bitumen pen 6070 volume replacement laminates bitumen performed 0 100 increments 10 samples tested softening penetration ductility results tests showed replacement percentage increased penetration ductility mastic decreased softening point increased indicates mastic tougher brittle addition laminates penetration softening point samples passed standards provided department public works highways indicate modified asphalt mastics asphalt concrete likely deform repeated loading susceptible temperature changes ductility measured modified asphalt mixtures did pass standards provided department order 152 indicate increase asphalt pavements tendency crack repeated loading despite significant improvement physical properties binder 10 replacement laminates presence foil contributed loss ductility conducted considering smaller replacement range 2 10,2023
68,10.5194/isprs-Archives-XLVI-4-W6-2021-177-2021,Utilization of sentinel-2 imagery in the estimation of plastics among floating debris along the coast of manila bay,2021-11-18,Conference Proceeding,"Gonzaga, M. L.R.","With the Philippines ranking as the third largest source of plastics that end up in the oceans, there is a need to further explore methodologies that will become an aid in plastic waste removal from the ocean. Manila Bay is a natural harbor in the Philippines that serves as the center of different economic activities. However, the bay is also threatened with plastic pollution due to increasing population and industrial activities. BASECO is one of the areas in Manila Bay where clean-up activities are focused as this is where trash accumulates. Sentinel-2 images are provided free of charge by the European Commission's Copernicus Programme. Satellite images from June 2019 to May 2020 were inspected, then cloud-free images were downloaded. After downloading and pre-processing, spectral data of different types of plastic such as shipping pouch, bubble wrap, styrofoam, PET bottle, sando bag and snack packaging that were measured by a spectrometer during a fieldwork by the Development of Integrated Mapping, Monitoring, and Analytical Network System for Manila Bay and Linked Environments (project MapABLE) were utilized in the selection of training data. Then, indices such as the Normalized Vegetation Index (NDVI), Floating Debris Index (FDI) and Plastic Index (PI) from previous studies were analyzed for further separation of classes used as training data. These training data served as an input to the two supervised classification methods, Naive Bayes and Mixture Tuned Matched Filtering (MTMF). Both methods were validated by reports and articles from Philippine agencies indicating the spots where trash frequently accumulates.",Scopus,1645,10.5194/isprs-archives-xlvi-4-w6-2021-177-2021,utilization sentinel 2 imagery estimation floating coast manila bay,ranking largest source end oceans need explore methodologies aid removal manila bay natural harbor serves center different economic activities bay threatened increasing population industrial activities baseco areas manila bay clean activities focused trash accumulates sentinel 2 images provided free charge european commissions copernicus programme satellite images june 2019 2020 inspected cloud free images downloaded downloading pre processing spectral data different types shipping pouch bubble wrap styrofoam pet bottle sando bag snack packaging measured spectrometer fieldwork development integrated mapping monitoring analytical network manila bay linked environments project mapable utilized selection training data indices normalized vegetation index ndvi floating index fdi index pi previous analyzed separation classes training data training data served input supervised classification methods naive bayes mixture tuned matched filtering mtmf methods validated articles philippine agencies indicating spots trash frequently accumulates,2021
176,10.1016/j.jhazmat.2024.135722,Vertical distribution of microplastics in the Western Pacific Warm Pool: In situ results comparison of different sampling method,2024-11-05,Journal,"Zong, Changxing","Marine microplastics (MPs) are recognized as a growing severe environmental concern. The vertical distribution pattern of MPs in the ocean is still elusive. Meanwhile, different sampling methods have been deployed in previous studies, resulting in difficulties in compiling data. In this study, for the first time, we explored ocean interior MP pollution in the Western Pacific Warm Pool simultaneously using both a CTD (Conductivity-temperature-depth) sampler and a large-volume in-situ filtration system. At the same sampling station, the average abundance of microplastics in the water column obtained by the two sampling methods was 0.37 ± 0.44 n/m<sup>3</sup> (in-situ filtration) and 115.12 ± 64.13 n/m<sup>3</sup> (CTD), respectively, which showed significant differences. Both methods found that the main chemical composition and shape of MPs were PET and fiber. Ocean current was identified as the dominant factor that impacted the horizontal distribution of MPs in the study area. The abundance of MPs in the surface layer was 5.4–703.8 times higher than that of the water column. The similar physical and chemical properties of MPs in the surface water and water column indicated that MPs in the water column originate from the sustained release from the surface layer.",Scopus,1280,10.1016/j.jhazmat.2024.135722,vertical distribution microplastics western pacific warm pool situ results comparison different sampling method,microplastics mps recognized growing severe environmental concern vertical distribution pattern mps elusive different sampling methods deployed previous resulting difficulties compiling data time explored interior mp western pacific warm pool simultaneously ctd conductivity temperature depth sampler large volume situ filtration sampling station average abundance microplastics water column obtained sampling methods 037 044 nmsup3sup situ filtration 11512 6413 nmsup3sup ctd respectively showed significant differences methods main chemical composition shape mps pet fiber current identified dominant factor impacted horizontal distribution mps area abundance mps surface layer 547038 times higher water column similar physical chemical properties mps surface water water column indicated mps water column originate sustained release surface layer,2024
258,10.33997/j.afs.2020.33.3.002,"Volatile chemical profiling and microplastic inspection of fish pastes from balayan, batangas, philippines",2020-01-01,Journal,"Lira, Brandon Cyril Santos","Fermented fish pastes (Bagoong) are one of the most commonly used liquid condiments among Asian countries, wherein the production of fish pastes may vary from one Asian country to another. In the Philippines, Balayan is one of the municipalities in the province of Batangas that is popular for its Bagoong Balayan. Chemical profiling from volatile organic compounds (VOCs) can be used to determine aroma-inducing compounds that are specific to this local variant and for quality assessment for food safety. In the meantime, the emerging pollution in the marine environment from persistent organic pollutants (POPs) and microplastics are alarming and threats to food safety. These marine-derived commodities, such as fish pastes may therefore harbour these kinds of pollutants. In this study, Bagoong Balayan samples were subjected to solid-phase microextraction coupled with gas chromatography-mass spectrometry. A total of 29 compounds were detected that passed the minimum match factor of 80 and 14 of them were common in all collected fish paste samples. Some of these compounds were also reported to be in fish paste samples produced in other Asian countries. However, five of them were observed to be found only in Bagoong Balayan, namely 1-octen-3-ol, 1-octen-3-one, 2-nonanone, tridecane, and 2,6,10,14-tetramethylpentadecane. No traces of POPs were found in Bagoong Balayan samples. The presence of microplastics was seen in all of the samples after centrifugation, vacuum filtration, and inspection using a microscope. Most of the microplastics that are present appeared to be fibrous in structure and coloured red or blue.",Scopus,1632,10.33997/j.afs.2020.33.3.002,volatile chemical profiling microplastic inspection fish pastes balayan batangas,fermented fish pastes bagoong commonly liquid condiments asian countries production fish pastes vary asian country balayan municipalities province batangas popular bagoong balayan chemical profiling volatile organic compounds vocs determine aroma inducing compounds specific local variant quality assessment food safety meantime emerging environment persistent organic pollutants pops microplastics alarming threats food safety derived commodities fish pastes harbour kinds pollutants bagoong balayan samples subjected solid phase microextraction coupled gas chromatography mass spectrometry total 29 compounds detected passed minimum match factor 80 14 common collected fish paste samples compounds fish paste samples produced asian countries observed bagoong balayan 1 octen 3 ol 1 octen 3 2 nonanone tridecane 261014 tetramethylpentadecane traces pops bagoong balayan samples presence microplastics seen samples centrifugation vacuum filtration inspection microscope microplastics appeared fibrous structure coloured red blue,2020
